"rcp_sno","ckg_nm","inq_cnt","rcmm_cnt","srap_cnt","ckg_mth_acto_nm","ckg_sta_acto_nm","ckg_knd_acto_nm","ckg_mtrl_acto_nm","ckg_mtrl_cn","ckg_inbun_nm","ckg_dodf_nm","ckg_time_nm"
5563061,오징어보쌈,70960,"18","1478",볶음,술안주,메인반찬,해물류,[재료] 오징어 2마리 [무채 재료] 무 1/5개 [콩나물채 재료] 콩나물 1봉 [오징어 양념] 고추가루 2큰술| 설탕 1큰술| 다진마늘 1큰술| 간장 1큰술| 후추 조금| 참기름| 통깨| 다진청양고추 3개 [무채 양념] 소금(절임용) 2큰술| 고추가루 1큰술| 쪽파 조금| 마늘 1큰술| 다진생강 조금| 참기름 1방울| 깨소금| 설탕 약간 [콩나물채 양념] 소금 약간| 참기름| 깨소금| 다진마늘 1/2스푼,"4인분",고급,"60분이내"
5567269,김치전,121929,"6","1239",부침,일상,밑반찬,채소류,[재료] 김치 300g| 베이컨 40g| 부침가루| 튀김가루 1/4C씩| 물 1/2C| 계란| 김치국물 1T,"2인분",초급,"30분이내"
5570383,우족탕,56101,"10","364",끓이기,영양식,국/탕,육류,[재료] 우족썰은것 1개| 스지 1kg| 마늘 10개| 통후추| 월계수잎 2~3장| 대파 조금| 청양고추 2개,"",고급,"2시간이상"
5570685,더덕구이,66033,"21","1072",굽기,일상,밑반찬,채소류,[재료] 손질한더덕 180g| 잣 1Ts [양념] 참기름 2Ts| 간장 1/2Ts| 고추장 3Ts| 고춧가루 1Ts| 다진마늘 2ts| 다진파 1Ts| 매실엑기스 1Ts| 비정제황설탕 1Ts| 맛술 1Ts| 간장 1ts| 깨소금 1Ts,"",초급,"60분이내"
5571602,단호박스프,59453,"21","1838",끓이기,영양식,스프,채소류,[재료] 단호박 1/2통| 양파 1/2개| 우유 3컵| 버터 1숟갈 [양념] 올리브오일 1숟갈| 소금 약간,"",초급,"60분이내"
5577696,된장찌개,140017,"152","6018",끓이기,일상,찌개,채소류,[재료] 두부 1모| 고추 1개| 대파 1/2개| 양파 1/2개| 쌀뜨물 [양념] 된장 2큰술| 다진마늘 1큰술| 고추장 1큰술| 참기름 적당히| 고추가루 1/2큰술,"2인분",초급,"15분이내"
5581782,돼지갈비찜,175200,"25","2735",찜,영양식,메인반찬,돼지고기,[재료] 돼지갈비| 양파| 키위| 대파| 양파| 통마늘 [양념] 물 2+1/3컵| 맛술 2큰술| 생강소스(생강즙) 1큰술| 올리고당 1큰술| 맛간장 4+1/2큰술| 다진마늘 1작은술| 굴소스 1큰술| 후춧가루 약간,"4인분",초급,"2시간이상"
5581866,탕수육,90595,"11","1264",튀김,술안주,메인반찬,돼지고기,[재료] 돼지고기뒷다리살 500g| 감자전분 1컵| 찹쌀가루 1컵| 튀김가루 1컵 [고기 밑간] 소금 1작은술| 후추 적당량| 생강 1작은술| 마늘 1큰술| 설탕 1작은술 [탕수육 소스] 전분가루 1/2컵| 굴소스 1작은술| 간장 1작은술| 설탕 1/2컵| 파인애플 조금,"",중급,"90분이내"
5582341,도루묵조림,57775,"9","488",조림,일상,밑반찬,해물류,[재료] 도루묵 5마리| 무| 양파 1/2개| 대파 1/2대| 청양고추 1개 [양념] 간장 5T| 마늘 1T| 고추가루 1T| 올리고당 1T| 청주(미림) 2T,"",초급,"30분이내"
5585667,팥라면,71815,"7","283",끓이기,다이어트,면/만두,가공식품류,[재료] 팥| 라면사리 [양념] 소금| 설탕,"",초급,"60분이내"
5588944,오징어볶음,209817,"6","1574",볶음,일상,메인반찬,해물류,[재료] 오징어(대) 1개| 대파 2대| 양파(대) 1개 [양념] 고추장 2큰술| 고춧가루 1큰술| 참기름 2/3큰술| 간장 1큰술| 다진마늘 1큰술| 후춧가루 조금| 생강술 1작은술| 백포도주 1큰술,"2인분",초급,"30분이내"
5588976,우럭매운탕,98262,"14","694",끓이기,일상,국/탕,해물류,[재료] 우럭 1마리| 멸치다시마육수 2리터| 무 100g| 양파 1개| 두부 1모| 대파 3대| 청양고추 2개| 풋고추 1개| 홍고추 1개| 쑥갓 2개 [양념] 고춧가루 3큰술| 국간장 2큰술| 토판염,"2인분",초급,"30분이내"
5590128,김치콩나물국,80032,"24","1498",끓이기,일상,국/탕,채소류,[재료] 김치| 콩나물| 북어채 1줌| 홍고추 조금| 대파 1/2개 [양념] 김치국물 1컵| 멸치다시마 육수 5컵| 꽃소금 적당량| 다진마늘 1스푼| 고추가루 1/2스푼,"2인분",초급,"30분이내"
5590466,스팸김치볶음밥,761922,"154","37485",볶음,일상,밥/죽/떡,채소류,[재료] 김치| 스팸| 밥 [양념] 굴소스 1+1/2큰술| 올리고당 1+1/2큰술| 고추장 1큰술| 맛술 1작은술| 참기름 1큰술| 후춧가루 약간,"2인분",초급,"30분이내"
5592115,돼지등뼈찜,61510,"11","739",찜,술안주,메인반찬,돼지고기,[돼지등뼈 삶기 재료] 돼지등뼈 2kg| 무 1/2토막| 청양고추 5개| 된장 1스푼 [양념] 고춧가루 1/2컵(종이컵)| 사과 1개| 양파 1개| 청양고추 5개| 설탕 2큰술| 참기름| 깨소금| 꽃소금| 간장 4T,"3인분",고급,"90분이내"
5592431,볶음우동,77955,"8","975",볶음,야식,면/만두,밀가루,[재료] 우동면 2개| 마른당면 100g| 건더기스프 2봉| 간장소스 1봉| 우동삶은물 1/2~2/3컵,"2인분",아무나,"15분이내"
5593183,감자국,104946,"6","1333",끓이기,일상,국/탕,채소류,[재료] 멸치육수 3컵| 감자| 양파| 대파 [양념] 국간장 약간,"2인분",초급,"30분이내"
5593512,계란샐러드,58462,"10","779",기타,일상,샐러드,달걀/유제품,[재료] 양상추| 파프리카| 오이| 삶은계란| 스트링치즈| 체다슬라이스치즈| 프랭크소세지 [양념] 사우전아일랜드드레싱,"3인분",아무나,"30분이내"
5594696,굴무침,150939,"19","1362",무침,일상,밑반찬,해물류,[재료] 굴 1그릇| 무우 1/4개| 잔파 5~6뿌리| 당근 약간 [무절임 재료] 소금 1작은술 [굴 밑간] 멸치액젓 1큰술 [무침 양념] 고춧가루 3수저| 마늘 1수저| 생강즙 1수저| 통깨,"2인분",초급,"30분이내"
5597427,치즈프렌치토스트,60995,"24","1790",부침,간식,빵,밀가루,[재료] 식빵 4장| 슬라이스치즈 2장| 달걀 2개| 우유 1/4컵| 버터 약간 [양념] 설탕 1/2숟갈| 소금 약간,"2인분",초급,"15분이내"
5603359,매운닭볶음탕,243366,"1105","9199",끓이기,손님접대,국/탕,닭고기,[재료] 닭고기(800g) 1마리| 감자 1개| 당근 1/2개| 양파 1/2개| 대파 1대| 물 3컵 [양념] 고추장 4큰술| 고춧가루 2큰술| 간장 3큰술| 설탕 1큰술| 다진마늘 2큰술| 다진생강 1/2큰술| 청주 2큰술| 후춧가루 약간,"3인분",초급,"60분이내"
5604019,돼지고기채소쌈,64965,"22","1942",굽기,손님접대,메인반찬,돼지고기,[재료] 항정살 300| 새싹 100| 찹쌀가루 1| 마늘 1| 소금 약간| 후추가루| 쌈무 1/2 [양념] 데리야끼끼소스 3큰술| 간장 1큰술| 매실원액 1큰술| 맛술 1큰술| 양파 2큰술| 물 3큰술,"2인분",초급,"30분이내"
5611521,월남쌈,132501,"24","1953",기타,손님접대,메인반찬,채소류,[재료] 라이스페이퍼 1팩| 주황파프리카 1개| 빨강파프리카 1개| 오이 1/3개| 당근 1/3개| 새싹 1팩| 깻잎 10장| 크래미 5개| 양파 1/2개| 치킨텐더 5조각,"2인분",중급,"30분이내"
5612729,코울슬로,74522,"24","3015",기타,초스피드,샐러드,채소류,[재료] 양배추| 옥수수통조림| 당근| 양파 [양념] 마요네즈 3스푼| 설탕 2스푼| 식초 1스푼| 레몬즙 1스푼| 소금 약간,"1인분",아무나,"15분이내"
5621376,생선찜,62445,"16","1021",찜,일상,메인반찬,해물류,[재료] 생선 1마리| 대파 2대 [양념] 식용유 4큰술| 간장 2큰술| 맛술 1작은술| 설탕 1작은술| 물 4큰술,"2인분",초급,"60분이내"
5621609,조기매운탕,109174,"16","779",끓이기,술안주,국/탕,해물류,[재료] 조기 4마리| 무 조금| 양파 3/1개| 청양고추 1개| 홍고추 1개| 대파 1대| 멸치다시마육수 900ml [양념] 고추가루 3큰술| 고추장 1/2큰술| 다진마늘 1큰술| 국간장 1큰술| 참치액 1큰술| 맛술 2큰술| 후추가루 조금| 생강가루 1티스푼,"2인분",초급,"60분이내"
5623042,볶음우동,108413,"18","2912",볶음,초스피드,면/만두,밀가루,[재료] 우동사리 1| 양파 1/2개| 노랑파프리카 1/2개| 주황파프리카 1/2개| 부추 약간| 마늘 1| 청양고추 1| 굴소스 1| 고추기름 2| 올리브유 2| 간장 1| 후추 약간| 깨소금 약간,"",아무나,"15분이내"
5623453,어리굴젓,183178,"17","1719",무침,초스피드,김치/젓갈/장류,해물류,[재료] 굴 500g [양념] 불린고추가루 1+1/2큰술| 멸치액젓 1큰술| 꽃소금 1티스푼| 다진마늘 1큰술| 다진생강 1작은술| 청양고추 1개| 통깨| 참기름 약간,"2인분",아무나,"5분이내"
5623518,김치찌개,88664,"13","1142",끓이기,일상,찌개,채소류,[재료] 김치 1/4포기| 김치국물 2국자| 햄 조금| 떡국떡 1줌| 라면 1개 [양념] 매운고추가루 2큰술| 설탕 1/2큰술| 소금 조금| 참기름,"2인분",초급,"30분이내"
5625416,아귀찜,106328,"8","1005",찜,일상,메인반찬,해물류,[재료] 아귀(소) 2마리| 두절콩나물 약간| 미나리(다른야채로대체가능)| 미더덕(생략가능)| 참기름 [양념] 고추장 2큰술| 고추가루 2큰술| 생강즙 1| 마늘 2| 청주 1| 들깨가루 1| 녹말가루 2(녹말물따로만들어사용가능)| 설탕 1| 후추 약간| 생수 약간,"",중급,"30분이내"
5626646,뚝배기불고기,119938,"24","3622",끓이기,일상,메인반찬,육류,[재료] 소고기(불고기감) 330g| 양파| 당근| 팽이버섯| 불린당면 [양념] 국소스 1| 양파간것 4| 청주 2| 간장 10| 올리고당 1| 흑설탕 3| 후추 약간| 사과간것 2| 무간것| 귤간것 2| 참기름 1큰술| 물 2맥주컵,"2인분",중급,"2시간이내"
5633377,월남쌈,79063,"8","536",기타,손님접대,메인반찬,채소류,[재료] 적겨자채| 트레비소| 청치커리| 숙주| 비트| 래디쉬(적환무)| 오이| 말린돼지고기 약간,"2인분",초급,"15분이내"
5636913,오리탕,93582,"9","447",끓이기,해장,국/탕,육류,[재료] 오리 800g| 불린우거지 2덩어리| 대파 2대| 무채| 들깨가루 3큰술 [오리삶기 재료] 생강 3쪽| 통마늘 10개| 양파 1/2개| 무 1쪽| 대파뿌리 2개| 소주 200ml [우거지무침 양념] 고춧가루 4큰술| 된장 2큰술| 다진마늘 2큰술| 국간장 4큰술| 후춧가루| 육수 1국자| 미림 2큰술,"",중급,"90분이내"
5637141,라면국물떡볶이,59095,"21","1691",볶음,간식,밥/죽/떡,쌀,[재료] 쌀떡(손가락길이) 20개| 사각어묵 2장| 대파 약간| 라면사리 1개 [떡볶이육수 만들기] 다시마 2장| 멸치| 건표고버섯| 물 [양념] 다진마늘 1작은술| 간장 1큰술| 고추가루 1작은술| 고추장 3큰술| 올리고당 2큰술| 건표고버섯가루 1큰술,"2인분",초급,"60분이내"
5639716,장어구이,74703,"10","639",굽기,손님접대,메인반찬,해물류,[재료] 장어 2마리| 생강| 후추가루| 청주 [양념] 간장 1/2컵| 청주 1/2컵| 복분자청 1/2컵| 마늘 5개| 양파 1/2개| 생강 1/2개| 통후추 5~6톨,"",중급,"60분이내"
5641240,계란삶는법,66037,"12","397",삶기,일상,기타,달걀/유제품,[재료] 계란 [양념] 물| 소금| 식초,"3인분",아무나,"15분이내"
5644983,오징어무국,117719,"10","1274",끓이기,일상,국/탕,해물류,[재료] 오징어 1마리| 무(5cm) 1토막| 대파 2개| 다진마늘 1/2큰술| 소금 1꼬집| 표고버섯가루(생략가능) 1/2큰술 [육수] 건다시마(4cm*4cm) 2장| 멸치 8~10마리| 건표고버섯 약간| 건고추(or청양고추) 약간,"3인분",초급,"30분이내"
5651569,어묵애호박볶음,77420,"86","3837",볶음,일상,밑반찬,채소류,[재료] 야채어묵| 애호박 1/2개| 참기름| 통깨| 다진마늘 [양념] 간장 1큰술| 물엿 1큰술| 고추가루 1큰술,"3인분",초급,"15분이내"
5654206,간장치킨,60662,"18","1086",튀김,간식,메인반찬,닭고기,[재료] 닭 2마리| 우유 1컵| 치킨가루 [양념] 식용유| 마늘 2큰술| 간장 5큰술| 식초 2큰술| 매실원액 2큰술| 올리고당 3큰술| 레몬 1큰술| 소금 약간| 후추 약간,"4인분",중급,"90분이내"
5655163,치즈김치볶음밥,66173,"7","646",볶음,초스피드,밥/죽/떡,채소류,[재료] 찬밥 1공기| 신김치| 모짜렐라치즈| 계란 1개 [양념] 버터| 식용유,"1인분",초급,"30분이내"
5657961,어묵국수,58475,"8","560",끓이기,야식,면/만두,가공식품류,[재료] 육수| 소면| 어묵| 계란지단| 파| 김가루 [양념] 후추가루| 소금,"2인분",초급,"30분이내"
5658485,파베초콜릿,58006,"10","366",기타,간식,과자,달걀/유제품,[재료] 다크커버춰초콜릿 400g| 버터 40g| 조청 60g| 오렌지술 5g| 트레이 2장| 생크림 220g| 보성산 녹차 가루 10g| 데코파우더 20g| 발로나코코아파우더 25g,"2인분",초급,"30분이내"
5664308,묵은지등갈비찜,102927,"7","979",찜,일상,메인반찬,돼지고기,[재료] 묵은지 1쪽| 등갈비 10대 [등갈비삶을때 재료] 양파| 콜라비(or무) 1쪽| 통마늘 5개| 생강 1쪽| 소주 조금| 된장 1T| 정향 조금| 대파뿌리 1쪽 [양념] 고춧가루 2T| 물엿(or설탕) 1T| 미림 2큰술,"4인분",초급,"90분이내"
5666903,고구마피자,62504,"13","1208",굽기,간식,빵,채소류,[재료] 삶은 고구마 160g| 또띠아 6인치 2장| 피자치즈| 바질가루 [양념] 꿀 1큰술| 허니머스타드소스,"2인분",초급,"60분이내"
5668180,미역초무침,69781,"18","759",무침,다이어트,밑반찬,해물류,[재료] 날미역 1팩| 자색무 170g| 파프리카 조금 [양념] 감식초 1T| 수제맛간장 1T| 매실원액 1t| 소금 1/2작은술| 통깨 약간,"",초급,"30분이내"
5671220,돼지고기두부찌개,111651,"36","4300",끓이기,일상,찌개,돼지고기,[재료] 두부 1모| 간돼지고기 400g| 양파 1/2개| 청량고추 2개| 파 1/2개 [양념] 물 2컵| 고추장 2큰술| 고추가루 1+1/2큰술| 국간장 1/2큰술| 설탕 1/2큰술| 다진마늘 1큰술| 후추 적당량,"1인분",아무나,"30분이내"
5671427,소불고기,88009,"11","1914",볶음,일상,메인반찬,소고기,[재료] 한우 800g| 양파 1개| 대파 1대| 당근 조금| 표고버섯 2개 [양념장] 간장 8큰술| 설탕 4큰술| 다진마늘| 참기름 2큰술| 양파즙 5큰술| 배즙 5큰술| 소금| 후추 조금,"4인분",초급,"2시간이상"
5671435,국물떡볶이,294024,"9","1411",볶음,간식,밥/죽/떡,쌀,[재료] 육수 3컵| 떡볶이 2줌| 어묵 2장| 빨강파프리카 1개 [양념] 고추가루 8| 설탕 5| 물엿 4| 청주 5,"2인분",아무나,"30분이내"
5671797,낙지볶음,188415,"10","1062",볶음,일상,메인반찬,해물류,[재료] 낙지 5마리| 양파 1/2개| 양배추 2줌| 대파 1개| 고추 2개| 밀가루 2큰술 [양념] 고춧가루 5큰술| 고추장 2큰술| 간장 1큰술| 올리고당 3큰술| 매실원액 2큰술| 후추 약간| 고추기름 1큰술| 마늘 2큰술| 참기름 약간| 통깨,"3인분",초급,"30분이내"
5675269,굴미역국,73781,"4","374",끓이기,일상,국/탕,해물류,[재료] 굴 300g| 미역 45g [양념] 다진마늘 1작은술| 참기름 1+1/2큰술| 국간장 2큰술| 소금 조금| 물 8~10컵,"3인분",초급,"30분이내"
5677244,마약김밥,205810,"12","2545",기타,도시락,밥/죽/떡,쌀,[재료] 김밥김 3장| 당근| 단무지| 우엉| 흰쌀밥 [양념] 참기름 약간| 참깨 약간| 소금약간| 참기름,"2인분",아무나,"30분이내"
5677464,소고기산적구이,75606,"8","571",굽기,명절,메인반찬,소고기,[재료] 한우(산적용) 600g [양념] 간장 6큰술| 설탕 3큰술| 배즙 5큰술| 양파즙 5큰술| 올리고당 1큰술| 마늘| 파| 소금 조금| 후추 조금| 참기름 조금| 참깨| 실고추,"2인분",초급,"2시간이상"
5681369,들깨강정,89551,"5","357",볶음,명절,디저트,곡류,[재료] 들깨 200g| 땅콩 50g [엿물 소스] 설탕 4.5큰술| 올리고당 4.5큰술| 물 4.5큰술,"2인분",중급,"60분이내"
5683354,동태찌개,162008,"52","1773",끓이기,일상,찌개,해물류,[재료] 동태(큰것) 1마리| 호박 1/2개| 양파 1/2개| 무 1/4쪽| 두부 1/2모| 대파 1대| 홍고추1개| 청양고추 1개| 쑥갓 [양념] 멸치다시마육수 1리터| 후춧가루| 소금 조금| 고춧가루 4큰술| 고추장 3큰술| 다진마늘 2큰술| 된장 1큰술| 미림 2큰술| 청주 2큰술| 국간장 3큰술| 생강가루 1작은술,"2인분",초급,"30분이내"
5685159,계란말이김치김밥,58712,"6","520",기타,일상,밥/죽/떡,쌀,[재료] 밥 1공기| 김치 100| 계란 2개 [양념] 참기름 1| 통깨 1,"1인분",아무나,"30분이내"
5685366,갈비탕,71097,"18","988",끓이기,영양식,국/탕,소고기,[재료] 소갈비| 인삼| 대파| 무 [양념] 소금| 집간장,"2인분",중급,"2시간이상"
5686730,전복장,98456,"9","496",끓이기,일상,김치/젓갈/장류,해물류,[재료] 전복 6미| 양파 1/2개| 마늘 5쪽| 홍고추 1개| 청양고추 1개| 생강(or생강가루) 1조각| 대파 1대 [양념] 진간장 1컵| 국간장 1/3컵| 청주 1/2컵| 멸치다시마육수 3컵| 통후추 3~4알,"",중급,"2시간이상"
5687272,소불고기채소말이,55722,"15","1658",굽기,손님접대,메인반찬,소고기,[재료] 소고기| 파프리카| 래디쉬| 비트 [양념] 소금| 후추,"",아무나,"60분이내"
5687610,굴국밥,70740,"18","966",끓이기,해장,밥/죽/떡,해물류,[재료] 생굴 1줌| 불린미역 1/2줌| 자른부추 1/2줌| 청양고추 1개| 홍고추 1/2개| 대파 약간| 새우젓 1숟갈| 밥 2/3공기 [양념] 물 8컵| 다시멸치 1줌| 마른다시마 1조각| 양파 1/4개| 무 100g| 청양고추 1개,"2인분",초급,"60분이내"
5691635,식혜,181513,"6","528",끓이기,명절,차/음료/술,쌀,[재료] 엿기름 4컵| 멥쌀 1컵| 생강 1쪽 [양념] 설탕 2컵,"6인분이상",초급,"30분이내"
5693203,녹두빈대떡,77521,"6","384",부침,명절,메인반찬,곡류,[재료] 녹두 200g| 불린쌀 50~ 60g| 돼지고기 85g| 숙주나물 1줌| 고사리 1줌| 묵은김치다진것 1컵| 쪽파(or대파) 조금| 청양고추 조금 [양념] 다진마늘 1t| 식용유 조금| 설탕| 참기름 조금| 후춧가루 조금| 간장| 통깨,"2인분",초급,"2시간이상"
5694379,동태전,69599,"12","397",부침,명절,밑반찬,해물류,[재료] 동태포 5팩| 달걀 15개| 밀가루 넉넉히| 소금| 후추 [양념] 식용유| 소금| 후추,"4인분",초급,"60분이내"
5694692,갈비찜,65463,"8","490",찜,손님접대,메인반찬,육류,[재료] 소갈비 1.5kg| 단호박| 감자 [양념] 조선간장 4큰술| 마늘 3큰술| 유자청 2큰술| 후추 약간| 파 약간| 키위 2개| 들기름| 검정콩 3큰술| 메주콩 2큰술,"2인분",중급,"60분이내"
