genres,release_date,rating,publisher,metascore,developer,title,userscore,summary
Action Adventure|General|,"Jun 25, 2020",M,505 Games,78,Remedy Entertainment,Control: The Foundation,5.2,The Foundation is an enjoyable follow-up to Control. There are new enemies and some unexpected twists throughout the story and the level
Action Adventure|Sci-Fi|General|Survival|,"Oct  7, 2014",M,Sega,78,Creative Assembly,Alien: Isolation,8.1,"Alien: Isolation is a first-person survival horror game which captures the fear and tension evoked by Ridley Scott’s 1979 classic film. Players find themselves in an atmosphere of constant dread and mortal danger as an unpredictable, ruthless Xenomorph is stalking and killing deep in the shadows. Underpowered and underprepared, you must scavenge resources, improvise solutions and use your wits, not just to succeed in your mission, but to simply stay alive."
Racing|Arcade|Automobile|,"Nov 28, 2018",E,Aquiris Game Studio,78,Aquiris Game Studio,Horizon Chase Turbo,7.7,Não é possível dar uma nota menor do que esta. O game é uma obra prima. O estúdio brasileiro. Homenageou o país com pistas lindas que refletem os principais pontos turísticos. A diversão é garantida.
Action|Shooter|Shoot-'Em-Up|Horizontal|,"Mar 24, 2020",M,Wide Right Interactive,78,Wide Right Interactive,Freedom Finger,8.5,Just came back and played the new Aesop Rock levels. DOPE tracks! Freedom Finger still has that crazy story line and acting. Great shmup to come back to. Hope they drop more new levels soon too!
Adventure|Point-and-Click|,"Aug 14, 2018",M,Telltale Games,78,Telltale Games,The Walking Dead: The Telltale Series - The Final Season,8.0,"A masterpiece. There aren’t many games that have kept me so interested in a story. Have to be honest: when I started playing the first game of the series I thought it was just going to be another boring ‘telltale’ game with insignificant choices and fake decisions. I was completely wrong, and this game is a worthy finale to the series. Absolutely a masterpiece"
Role-Playing|Action RPG|,"Sep 24, 2019",M,Focus Home Interactive,78,Deck 13,The Surge 2,6.7,"<span class=""blurb blurb_collapsed"">[OVERCOME]<br/>On the way to Jericho City, your plane is shot down by a mysterious storm and crash-lands in the outskirts. You wake up weeks later in a derelict detention facility inside the city. Armor-clad soldiers enforce Martial Law, robots are on a rampage, and a dark, expanding nanostorm</span>"
Miscellaneous|Party|Party / Minigame|,"Nov 19, 2014",T,Telltale Games,78,"Jackbox Games, Inc.",The Jackbox Party Pack,7.7,"For 1-100 players! Your phones or tablets are your controllers! The team behind YOU DONT KNOW JACK presents FIVE guffaw-inducing party games in one pack! Games include: 1) The comedy trivia sensation YOU DONT NOW JACK 2015 (1-4 players) with hundreds of all-new questions. 2) The hilarious bluffing game Fibbage XL (2-8 players), with 50% more questions added to the original hit game Fibbage. 3) The bizarre drawing game Drawful (3-8 players) - you draw right there on your phone or tablet (very little/no real skill required). 4) The racy-as-you-want-to-be fill-in-the-blank word game Word Spud (2-8 players). 5) The wacky-fact-filled Lie Swatter (1-100 players). Players play using their phones, tablets, or even computers as controllers  making it the perfect easy-in entertainment piece for your next game night or party. Once a game is started from the in-pack menu, players simply connect to the jackbox.tv web address on their device and then enter the on-screen room code to enter a game. No big mess of controllers needed! Youre gonna need more than one party for this. Note: The games included in this pack are in English only."
Action|Platformer|3D|,"Oct 16, 2016",E10+,Activision,78,Toys for Bob,Skylanders Imaginators,5.4,"The final skylanders game had easily the best gimmick. To create your own skylanders. It expanded the possibilities to a point were you technically had way too many ways to play the entire game. Weakest story in skylanders but fantastic gameplay. Its the most childish skylanders game and so much is locked behind new skylanders. Some of which are very expensive... but yet, i love the game a lot. The post game content is brilliant and you can use any skylander from the entire series here. I still play it constantly and its nearly as good as trap team to max out skylanders. Despite the expensive skylanders, its a fantastic game worth playing."
Action|Shooter|First-Person|Arcade|,"May 19, 2017",M,Devolver Digital,78,Flying Wild Hog,Shadow Warrior 2,6.3,"Shadow Warrior 2 is the evolution of Flying Wild Hog’s offbeat first-person shooter following the further misadventures of former corporate shogun Lo Wang. Now surviving as a reclusive mercenary on the edge of a corrupted world, the formidable warrior must again wield a devastating combination of guns, blades, magic and wit to strike down the demonic legions overwhelming the world. Battle alongside allies online in four-player co-op or go it alone in spectacular procedurally-generated landscapes to complete daring missions and collect powerful new weapons, armor, and arcane relics of legend."
Action Adventure|Survival|,"Oct 30, 2020",M,SadSquare Studio,78,SadSquare Studio,Visage,6.6,Waited so long for this Game and what can I say? It is one of the best horror games. I played a loooot of scary games but this one is by far
Strategy|Real-Time|General|,"Mar 16, 2016",T,Amplitude Studios,78,Amplitude Studios,Dungeon of the Endless,7.4,"<span class=""blurb blurb_collapsed"">The game is all you can expect from a rogue-like... and more!<br/> <br/>Yes, the learning curve is steep and the game, by its random aspect (it's a</span>"
Action|Platformer|2D|,"Feb  9, 2018",T,Digerati Distribution,78,Digerati Distribution,Bleed 2,7.0,"Bleed 2 makes a masterpiece (Bleed 1) Better in almost every way. With the addition of endless, this game is able to have the biggest replay value I've ever seen in any game ever. And I've played 400+ games so even though I'm no big name critic I think I should have a bit of ground on this. But, bleed 2's gameplay, modes, co-op, Unlockable weapons, etc. Now, one of the most noticeable things in bleed 2's story mode is that there is over 25 boss fights. Wow. And what makes this even more interesting, is that every single boss you fight is different for your difficulty. Every difficulty makes the boss's have different moves which is insane! And there is 25 OF THEM! While arcade mode is the same, since it is just the entire story mode with one life. Though my favorite addition into bleed 2 is endless mode. Every single time you play endless mode, it's different. More games need this. I Have gone to bleed 2 so many times, just for this game-mode. Bleed 2 is a game that you can always re-play, and always pick up even without  Endless mode."
