genres,release_date,rating,publisher,metascore,developer,title,userscore,summary
Adventure|General|,"Jun  5, 2018",T,Wales Interactive,81,D'Avekki Studios Limited,The Infectious Madness of Doctor Dekker,6.4,"The Infectious Madness of Doctor Dekker is a Lovecraftian FMV murder mystery, which gives players full freedom to question suspects by typing their own questions instead of picking them from a predetermined list. There are no point and click puzzles to solve, just questions to ask and"
Role-Playing|Action RPG|,"Sep  3, 2019",T,Perfect World Entertainment,81,Panic Button,Torchlight II,8.3,"Beyond the town of Torchlight lies a world shrouded in adventure and mystery. Guardian-warrior Syl appears in a prophetic dream, summoning the player to the Estherian Steppes. There, you meet with the Destroyer and soon venture across the continent of Vilderan, an exotic frontier besieged by forces of evil. A discovery unfolds, that the Alchemist, following his conquest of dark ember, disappeared on his quest to defeat the unknown corrupted force responsible for destroying the mystical race of Estherians. Aided by Syl, the remaining Estherian Guardians, and clues left behind by the missing Alchemist, you will find yourself battling a powerful enemy that threatens to unravel the elements of the entire world."
Action|Platformer|Beat-'Em-Up|2D|,"Oct 28, 2021",T,Pixelheart,81,Storybird,Okinawa Rush,7.4,"<span class=""blurb blurb_collapsed"">The Black Mantis clan has come to Okinawa...<br/><br/>Take on the role of the martial arts master Hiro, Meilin, or Shin as they face off in a desperate fight for their lives against the Black Mantis clan. 

DOUBLE THE MAYHEM: Bring a friend and battle against ninjas, demons, and more in the 2-player</span>"
Role-Playing|Action RPG|,"Oct 29, 2020",None,Kimmo Factor,81,Kimmo Factor,Barbearian,tbd,"<span class=""blurb blurb_collapsed"">Hijacked to a to strange world. Forced to fight for your life. Discover the secrets of the Arbitrators and find your way back home. Barbearian is a fast-paced hack'n'slash with massive battles in a colorful, hand-drawn world.<br/> <br/>- 100+ levels full of action and adventure
- Collect loot,</span>"
Miscellaneous|Party / Minigame|,"Apr  8, 2021",None,Wide Right Interactive,81,Wide Right Interactive,What The Dub?!,tbd,None
Action Adventure|General|,"Sep 24, 2020",T,Team17,81,AggroCrab,Going Under,7.2,"<span class=""blurb blurb_collapsed"">Going Under is a satirical dungeon crawler about exploring the cursed ruins of failed tech startups.<br/> <br/>As an unpaid intern in the dystopian city of Neo-Cascadia, you’ll wield office junk as weaponry as you make your way through the offbeat procedural dungeons beneath your company campus.</span>"
Puzzle|Matching|Stacking|,"Apr 25, 2017",E10+,Sega,81,Sonic Team,Puyo Puyo Tetris,8.1,"Two puzzle game juggernauts collide as Tetris, one of the largest-selling and recognized brands in gaming history, and Puyo Puyo from SEGA have combined to create a fun-to-play, fast-paced, competitive party game like no other! The game has tons of different styles of gameplay  from the"
Puzzle|Action|Platformer|3D|,"Mar 14, 2019",None,Nintendo,81,Nintendo Software Technology,Captain Toad: Treasure Tracker - Special Episode,8.2,"Mostly directed at people playing in 2-player-co-op, which I didn't know before (I bought it together with the main game). If you're on your"
Miscellaneous|Compilation|,"Jan 14, 2020",T,Koei Tecmo Games,81,Gust,Atelier Dusk Trilogy Deluxe Pack,7.3,"I played through Atelier Ayesha on Vita. This is a great game. It has some of the best weapon and item crafting in a JRPG game. The cast of characters are very likable in this game too. Ayesha's battle system is a lot of fun and puts up a decent challenge with a normal/hard difficulty and lots of extremely challenging optional bosses. There's also the soundtrack which is among the very best soundtracks in the Atelier series. In this game they went all out with the soundtrack and there's tons of great battle themes, amazing boss themes and the soundtrack is a strong one where almost every song is memorable. This is a must play game. Some may ask about the time limit. Yes Ayesha has one. However, it is incredibly forgiving and it's almost impossible to fail the time limit in this game. So do not worry if you are a beginner. Ayesha is a excellent game for new Atelier players to start with."
Adventure|General|,"Aug 10, 2021",E10+,HypeTrain Digital,81,Morteshka,Black Book,7.4,"<span class=""blurb blurb_collapsed"">A fusion of card-based RPGs and Adventure games, ""Black Book"" is a haunting tale of a young sorceress, who gave her life to serve the dark forces. Dive into the cold, yet alluring world of Russian folktales - and uncover the secrets that hide in the darkness.<br/><br/>A young girl named Vasilisa,</span>"
Action Adventure|Open-World|,"Jul 16, 2021",E10+,Nintendo,81,Tantalus,The Legend of Zelda: Skyward Sword HD,7.0,"Take to the skies, draw your sword, and experience the earliest story in the Legend of Zelda series. Join Link in his high-flying quest to save Zelda, a childhood friend who must confront her destiny. Soar between floating islands and descend to the treacherous surface world in this updated HD version of the Legend of Zelda: Skyward Sword. Master realistic swordplay that matches your movements. Swing your sword and angle your slashes to uncover and break through opponents’ defenses using intuitive motion controls. Link will match the angle of each strike you make with the Joy-Con controller, creating immersive swordplay that relies on strategy and accuracy. Movements feel smoother and more immediate thanks to the Nintendo Switch system’s increased processing power and HD graphics. Take advantage of the newly-added button only control scheme—perfect for playing in handheld mode or on the Nintendo Switch Lite system."
Adventure|Puzzle|Action|3D|Third-Person|,"Sep 24, 2020",T,machineboy,81,machineboy,Embracelet,7.2,"Embracelet is an adventure game set in Northern Norway - a unique coming of age story about love, loss, friendship and family - and a magical bracelet with mysterious powers. Embracelet is a puzzle adventure game with a gripping story, gentle and satisfying puzzles, exploration and a beautiful, orchestral soundtrack. You play as Jesper, a Norwegian teenager who lives with his mom in the city. One day he is handed an old bracelet by his Grandfather who grew up in a fishing community up north. This bracelet has powers - strange, mysterious powers. Jesper is given the task to unravel the mystery behind the bracelet. Where does it come from? Who does it belong to? And why did his Grandfather leave the island and his old life behind?"
Miscellaneous|Compilation|,"May 16, 2019",T,Konami,81,Konami,Castlevania Anniversary Collection,8.2,"<span class=""blurb blurb_collapsed"">Classics that defined the Castlevania series.<br/><br/>This KONAMI Castlevania Collection is designed to be a collection around the origins of the historic franchise.
Included is a unique eBook that has details provided by developers, artists and other inspired by the Castlevania legacy.
Released as</span>"
Adventure|Third-Person|3D|,"Apr 28, 2022",E,Untold Tales,81,Piccolo,Arise: A Simple Story - Definitive Edition,tbd,"Arise: A Simple Story is a critically acclaimed 3D time manipulation narrative adventure. Embark on a journey about happiness and hardship, joy and sorrow. A story that all of us will one day experience – the loss of our closest loved ones and how we remember them. Manipulate time, solve puzzles, and reshape surroundings as you push forward into the bittersweet recollections of a past life and see how one’s life can be shaped by the presence of a soulmate. Each level is a metaphorical representation of the stages of life and how our memories shape these recollections. The game also supports an easy to pick up couch co-op feature allowing you to play together with a loved one."
General|Role-Playing|Japanese-Style|,"Jul  9, 2021",E10+,Capcom,81,Capcom,Monster Hunter Stories 2: Wings of Ruin,7.6,"Monster Hunter Stories 2: Wings of Ruin offers both RPG and Monster Hunter fans a unique new experience with a rich storyline featuring charming characters, challenging quests and friendly encounters with familiar monsters from the Monster Hunter series. Assuming the role of a young Monster Rider who can use a Kinship Stone to form strong bonds with monsters, players can gain experience and improve their skills to form deeper connections with these wonderful creatures. When ready, players can embark on memorable adventures filled with dramatic events and heartwarming friendships as the epic tale unfolds."
Adventure|General|,"Feb 25, 2021",E,SmashGames,81,SmashGames,Littlewood,7.8,"Don't know what they did with this game to be so addictive, but this little piece of game can release constant amounts of dopamine on your"
Action Adventure|General|,"Apr  5, 2022",E10+,Warner Bros. Interactive Entertainment,81,TT Games,LEGO Star Wars: The Skywalker Saga,7.7,"LEGO Star Wars: The Skywalker Saga will feature hundreds of playable characters - the most ever for a LEGO Star Wars game - and ships, LEGO's signature sense of humour and fun, and new innovations, options, and gameplay features. Players can start the game at any point in the Star Wars"
Miscellaneous|Board / Card Game|,"Jul 17, 2018",T,Defiant Development,81,Defiant Development,Hand of Fate 2,8.2,"Hand of Fate 2 is a dungeon crawler set in a world of dark fantasy. Master a living boardgame where every stage of the adventure is drawn from a deck of legendary encounters chosen by you! Choose wisely -- your opponent, the enigmatic Dealer, will pull no punches as he shapes you into the instrument of his revenge. The table has changed, but the stakes remain the same: life or death!"
Action|Puzzle|Platformer|2D|,"Sep 10, 2020",T,World Pavilion,81,World Pavilion,MO:Astray,8.6,"Through the moist, pitch-black darkness the eerie sounds of giant machinery can be heard. In an advanced facility that has been invaded by otherworldly beasts and local inhabitants, the fully-automatic system controlled by the main computer is still operating like a mad man. Awakening inside an abandoned laboratory, the green, ambiguous lifeform MO discovers that it not only has to face an extremely hostile and sinister environment, but it also must face humans who, having been taken over by alien parasitic plants, are now stuck in the endless limbo between death and rebirth. What's more, there seems to be an eerie presence that's watching all of this from the shadows. After groping around for clues, MO gradually becomes aware that it is responsible for a mission of immense importance. Under the guidance of the mysterious mutterings in its ear, MO is able to overcome one obstacle after another."
