genres,release_date,metascore,developer,publisher,userscore,rating,summary,title
Action Adventure|Modern|General|Modern|,"May 30, 2006",82,Io Interactive,Eidos Interactive,8.8,M,"When assassins from Agent 47's contract agency, The ICA, are systematically eliminated in a series of hits, it seems a larger, more powerful agency has entered the fray. For Agent 47 it's business as usual, until suddenly he loses contact with The ICA. Sensing that he may be the next target, he travels to America, where he prepares to make a killing. Agent 47 is back and this time he's paid in cold, hard cash. How the money is spent will affect his passage through the game and the weapons at his disposal, resulting in a unique gameplay experience for each player. Powered by a new version of Io's stunning Glacier engine, Hitman: Blood Money delivers the most brutal and realistic simulation of life as the world's deadliest assassin. [Eidos Interactive]",Hitman: Blood Money
Driving|Racing|Simulation|GT / Street|GT / Street|Automobile|,"Nov 15, 2005",82,Black Box,Electronic Arts,8.7,T,"Combining the thrill of illicit street racing and tuner customization with the intensity of strategic police pursuits that rivals any Hollywood-style chase scene, Need for Speed Most Wanted challenges players to become the most notorious and elusive street racer. Players instantly feel the thrill of the ride as they hit the streets in an open world environment where drivers can tune their cars to compete against any class of vehicles or use their wits to out-fox the law to satisfy their need for speed. Need for Speed Most Wanted delivers a unique, fast-paced and gripping ride in the racing genre as players build up their Rap Sheet and street cred to move their way up the Black List to become the most wanted racer on the streets. Players go head-to-head with the top drivers on the scene as well as strategically evade more than half dozen cops at any one time. Also included are a dynamic open world, new gameplay and customization as well as tuners, supercars, muscles and sports cars. [Electronic Arts]",Need for Speed: Most Wanted (2005)
General|Strategy|Turn-Based|Tactics|,"Aug 16, 2018",82,6 Eyes Studio,1C Entertainment,7.5,T,I think that this is truly a unique game and I would recommend that if you are a fan of this type of genre then I think you should give this game a try.,Fell Seal: Arbiter's Mark
General|Adventure|General|3D|Point-and-Click|Third-Person|Fantasy|,"Jan 28, 2014",82,Double Fine Productions,Double Fine Productions,7.7,None,"The first graphic adventure by Tim Schafer in 16 years, Broken Age began with the help of a record-breaking Kickstarter campaign. Broken Age is a timeless coming-of-age story of barfing trees and talking spoons. Vella Tartine and Shay Volta are two teenagers in strangely similar situations, but radically different worlds. The player can freely switch between their stories, helping them take control of their own lives, and dealing with the unexpected adventures that follow.",Broken Age: Act 1
Sports|Individual|Skate / Skateboard|,"Aug 11, 2015",82,roll7,Devolver Digital,5.8,None,"If you enjoyed the first game then you will certainly enjoy this one it's more of the same except there are new features, tricks characters and challenges. If you're unsure remember you can always return it if you don't like it. If you're strapped for cash then get it on G2A or wait for a sale.",OlliOlli2: Welcome to Olliwood
Role-Playing|Miscellaneous|Action RPG|Compilation|,"Nov  5, 2010",82,Larian Studios Games,Focus Home Interactive,8.3,M,"Divinity II - The Dragon Knight Saga includes the original adventure ""Ego Draconis"", and ""Flames of Vengeance"", the Dragon Knight's new adventure that continues the epic story and adds dozens of hours of additional gameplay. Divinity II - Ego Draconis appears here as an entirely new and re-mastered edition with improved graphics and content that make the game even more beautiful and more impressive than ever before!",Divinity II: The Dragon Knight Saga
Action|Platformer|2D|,"Jan 26, 2021",82,"Aarne ""MekaSkull"" Hunziker",Yacht Club Games,7.1,E10+,An excellent homage to old school platforming. The gameplay is demanding and not for the timid. No victory will be handed to you that you do not earn. Those looking for an enjoyable oldschool challenge need look no further.,Cyber Shadow
Sports|Traditional|Baseball|Management|,"Jun  1, 2008",82,Out Of The Park Developments,Out Of The Park Developments,7.4,E,"The game lets you do almost anything a real life general manager can do to guide a baseball team to glory. Set your line-ups. Replace that aging veteran with a rookie from your minor leagues. Put your injured starter on the disabled list and scout the waiver wire for someone to fill that roster spot. Put that disgruntled star heading for free agency on the trade block, and see what shakes out. Negotiate contracts with free agents and extensions with your own players. Set your scouting budget, and have your scouting director get a closer look at that free agent pitcher from Japan. The game has no limits, you can guide your team into the infinite future. But it does not end in the front office. OOTP 9 lets you call every play from the dugout, you have total control over your team on the diamond. The most realistic baseball simulation engine on the market handles all the games of your virtual baseball world. You can even save your most exciting games as replays and share them with your friends or the thriving OOTP community. [OOTP Developments]",Out of the Park Baseball 9
Driving|Action Adventure|Mission-based|Mission-based|Open-World|,"Nov 13, 2003",82,Radical Entertainment,VU Games,8.1,T,"The Simpsons Hit & Run is a mission-based driving game featuring out-of-the-car platform action, the interactive world of Springfield,and the signature humor of the Simpsons. New story and dialogue crafted by writers from The Simpsons television show. All character voices supplied by the cast of The Simpsons television show. Over 56 missions in 7 huge levels. Explore Springfield on foot as Homer, Bart, Lisa, Marge,and Apu. Hidden pick-ups containing trivia material from 300-plus episodes of The Simpsons. [Vivendi Universal]",The Simpsons: Hit & Run
Role-Playing|General|General|Western-Style|,"Oct 30, 2013",82,Spiderweb Software,Spiderweb Software,7.7,None,"You are a Hand of Avadon, the Black Fortress. You protect your homeland from the limitless threats that surround it. Titans and monsters, pirates and barbarians. But then a sneak raid shattered Avadon, and, with it unable to keep order, madness resulted. Civil war, barbarian raids, even conspiracies to destroy your people. Avadon's power has faded, but your people need it more than ever. Everything is falling apart, and a shadowy power has risen to destroy your homeland. What will you do? Will you fight your enemies? Or will you join them and end Avadon's power once and for all? The choice is yours!",Avadon 2: The Corruption
Strategy|General|,"Apr  4, 2019",82,GrizzlyGames,GrizzlyGames,8.7,None,"Score 8: Eine sehr entspannende Punktejagd (Denn das sollte man vor dem Kauf wissen: Das ist das Ziel des Spiels). Man setzt unterschiedliche Gebäude auf einer Insel, um mehr Punkte und mehr Gebäude zu bekommen. Das Design des Spiels ist einfach, aber gelungen und das Gameplay ist gut dafür, hin und wieder eine Runde zu spielen.",ISLANDERS
Sci-Fi|Role-Playing|Massively Multiplayer Online|Massively Multiplayer|Sci-Fi|,"Jun  3, 2014",82,Carbine Studios,NCSOFT,7.5,T,"Ever since I quit WoW I've been looking for an MMO to fill the void. I spent hundreds trying them all. I can safely say that this is exactly what I was looking for. It has so much innovation. The questing, though it relates to WoWs boring semi-linear questing, contains many varied and fun quests with cool features. The endgame is great, pvp is spectacular, housing is very well done, the combat... fun as hell. Also, do not let the cartoony graphics fool you. The visuals in this game are jaw dropping and the amount of detail put into everything from a robot to a piece of trash on the ground is stunning. If you're looking for an MMO, here it is.",WildStar
Adventure|General|General|,"Mar 31, 1997",82,Smoking Car Productions,Broderbund,8.7,T,"Assume the role of Robert Cath, an American who recieves a mysterious dispatch from a friend to meet him on the Orient Express. However, once you get there you discover that things aren't quite as they should be! The game is set during the run up to World War 1. It has a very impressive recreation of the Orient Express and features a historically accurate background.",The Last Express
Action|Shooter|First-Person|Tactical|,"Sep  5, 2017",82,EA DICE,Electronic Arts,5.6,M,OMG! Best music best gameplay best graphic dice is always better than any multiplayer game makers and of course all of ea games are great ... VERY GREAT!,Battlefield 1: In the Name of the Tsar
Racing|Arcade|Automobile|,"Aug 27, 2021",82,Catze,Catze,8.8,None,"Really A LOT of tracks and vehicles, each one very peculiar. It's a technical arcade racer, very deep, good in single-player, excellent in multiplayer. Among the very best arcade racing ever imho.",Star Drift Evolution
