genres,metascore,developer,userscore,rating,publisher,title,summary,release_date
Action|Adventure|General|Point-and-Click|,81,Telltale Games,8.0,M,Telltale Games,The Walking Dead: Season Two - A Telltale Games Series,"The sequel to 2012's Game of the Year continues the story of Clementine, a young girl orphaned by the undead apocalypse. Left to fend for herself, she has been forced to learn how to survive in an unforgiving world. Experience what its like to play as Clementine, meet new survivors, explore new locations and make gruesome decisions in this five-part game series of choice and consequence. The downloadable version of this game supports English, French, Portuguese, German, Spanish.","Oct 21, 2014"
Action|Platformer|2D|,81,Code Mystics Inc.,7.4,E10+,Hopoo Games,Risk of Rain,"<span class=""blurb blurb_collapsed"">Risk of Rain is a challenging rouge like with rewards worthwhile.<br/> <br/>The incredible artwork and dedication the Developers have put in the game</span>","Apr 12, 2016"
Adventure|3D|First-Person|,81,"LegionVR, LLC",6.3,M,"LegionVR, LLC",The Exorcist: Legion VR,"This game is a 6/10 at best only bcuz gameplay is sacrificed for cinematics.  Visually this game is 9/10, but gameplay is lacking bcuz of this flaw.  Realreviews.com","Jun 19, 2018"
Adventure|General|,81,"JW, Kitty, Jukio, and Dom",6.5,E,Devolver Digital,Minit,"<span class=""blurb blurb_collapsed"">I loved it...<br/>It’s a short and clever game and I like that. Good investment of time and money..<br/>So if you are usually short on time like me,</span>","Apr  3, 2018"
Adventure|General|,81,Telltale Games,7.4,M,Telltale Games,Tales From The Borderlands: Episode 2 - Atlas Mugged,"Discovering the Gortys Project fuels a madcap race to definitively figure out what the Atlas Corporation was up to prior to Hyperion's take over of Pandora. Our heroes are not the only ones on the trail. Vault Hunters, Bounty Hunters, Vasquez, and a giant monster thing with a mouth that looks like a...well, you'll see...are all in pursuit. And to further complicate matters, Rhys is being haunted by dreams of a dead despot AND what Vaughn looks like without his shirt on. Can Fiona and Sasha hold everything together? That's up to you. [Telltale]","Mar 17, 2015"
Action|Pinball|,81,Zen Studios,5.0,None,Zen Studios,Star Wars Pinball: The Force Awakens,None,"Jan 12, 2016"
Action Adventure|Survival|,81,Capcom,8.3,M,Capcom,Resident Evil Village,"<span class=""blurb blurb_collapsed"">The next generation of survival horror rises in the form of Resident Evil Village, the eighth major entry in the Resident Evil series. With ultra-realistic graphics powered by the RE Engine, fight for survival as danger lurks around every corner.<br/><br/>Years after the tragic events of Resident</span>","May  7, 2021"
Role-Playing|Action RPG|,81,11 bit studios,7.4,E10+,11 bit studios,Moonlighter,It has become increasingly rare to find an Indie game that has a fresh idea. Moonlighter definitely is one of those games. The idea behind,"May 29, 2018"
Action|Shooter|First-Person|Arcade|,81,Ubisoft Montreal,6.8,M,Ubisoft,Far Cry 5,"Welcome to Hope County, Montana. This idyllic location is home to a community of freedom-loving people - and a fanatical doomsday cult known by many as The Project at Eden's Gate. Led by the charismatic prophet Joseph Seed and his devoted siblings, Eden's Gate has been surreptitiously infiltrating all aspects of daily life. When your arrival incites the cult to violently assume control of the region, you have to rise up ans spark the fires of resistance to liberate the besieged community. Freely explore Hope Couny's rivers, lands and skies with the largest customisable weapon and vehicle roster ever in a Far Cry game. You are the hero of the story in a world that hits back with every strike, and where the places you discover and the locals you team up with will shape your story in ways you will never anticipate. [Ubisoft]","Mar 27, 2018"
Strategy|General|,81,Ronimo Games,tbd,None,Ronimo Games,Swords & Soldiers II: Shawarmageddon,None,"Nov 13, 2018"
Miscellaneous|General|Adventure|3D|First-Person|,81,The Astronauts,7.5,M,The Astronauts,The Vanishing of Ethan Carter,This is a first person mystery game with light puzzles and rich and atmospheric setting with engaging story. You play as a supernatural,"Jul 14, 2015"
Action|Shooter|Shoot-'Em-Up|Horizontal|,81,Digital Reality,7.1,M,Nordic Games Publishing,Sine Mora EX,"Sine Mora is a side-scrolling shoot ’em up that provides a unique challenge, where time is the ultimate factor. Mixing classic shooter sensibilities with contemporary presentation, Sine Mora is a gorgeous shooter offering both a Story Mode that weaves an over-the-top tale and an Arcade Mode that provides deep, satisfying gameplay to challenge fans of the genre.","Aug  8, 2017"
Miscellaneous|Compilation|,81,Beamdog,6.4,T,Skybound Games,Baldur's Gate and Baldur's Gate II: Enhanced Editions,"<span class=""blurb blurb_collapsed"">Just BG and BG2, perfectly transferred to PS4, with somehow enhanced looks.<br/>- nice controls - new round menus are awesome<br/>- nice working</span>","Oct 15, 2019"
Role-Playing|Japanese-Style|,81,Gust,7.3,T,Koei Tecmo Games,Atelier Ryza 2: Lost Legends & the Secret Fairy,"Ryza returns in the lead role, making her the first character in the history of the long-running Atelier franchise to take on the hero role in two successive entries. This all-new adventure, set three years after her heroic efforts in Atelier Ryza: Ever Darkness & the Secret Hideout. This dynamic sequel revolves around Ryza’s journey to the Royal Capital of Ashra-am Baird as she explores ancient ruins while seeking the truth behind the mystery of the lost legends. ","Jan 26, 2021"
Adventure|Visual Novel|,81,5pb,8.4,M,PQube,Steins;Gate 0,"<span class=""blurb blurb_collapsed"">This is the 1st time I write a game review, so I apologize in advance for any mistake I will make.<br/> <br/>I write this review based on the</span>","Nov 29, 2016"
Action|Pinball|,81,Zen Studios,1.2,None,Zen Studios,ZEN Pinball 2: Ant-Man Pinball,The new Ant-Man table for Zen Pinball shows that the development team at Zen Studios can deliver great work when it is dealing with the,"Jul 15, 2015"
Action Adventure|General|,81,Flight School Studio,6.7,E,MWM Interactive,Creature in the Well,"Creature in the Well is a top-down, pinball-inspired, hack-and-slash dungeon crawler. As the last remaining BOT-C unit, venture deep into a desert mountain to restore power to an ancient facility, haunted by a desperate Creature. Uncover and upgrade powerful gear in order to free the city of Mirage from a deadly sandstorm.","Mar 27, 2020"
Racing|Arcade|Futuristic|,81,505 Games,7.6,E,505 Games,Redout,"NEXT GENERATION AG RACING IS HERE! Redout is a tribute to the old racing monsters such as F-Zero, WipeOut, Rollcage, and POD. It is designed to be an uncompromising, fast, tough and satisfying driving experience, soaked in that vertigo that stands at the core of the arcade racing genre. The floating system and driving models are based on physics: each turn, slope, hard braking, acceleration, each turn and twist of the track will apply a unique force to the ship. A sharp low-polygon style blends meshes and terrains with the latest state-of-the-art shading and lighting effects provided by the Unreal Engine 4, creating beautiful and instantly recognisable aesthetics. Breezy coastlines, eerie frozen landscapes, vast desert plains: the melancholic, dystopian atmosphere of a semi abandoned Earth is the background for the most high-speed, tense and beautiful futuristic racing clashes.","Aug 29, 2017"
Action|Shooter|First-Person|Arcade|,81,Treyarch,5.1,M,Activision,Call of Duty: Black Ops III,"In Black Ops 3, Treyarch introduces a new momentum-based chained-movement system which enables players to fluidly move through the environment with finesse, using controlled thrust jumps, slides, wall runs and mantling abilities in a myriad of combinations, all while continuously keeping full control over their weapon. Maps are designed from the ground-up for the new movement system, enabling players to be successful with traditional movement, as well as with advanced tactics and maneuvers.","Nov  6, 2015"
Adventure|3D|First-Person|,81,Rockstar Games,6.5,M,Rockstar Games,L.A. Noire: The VR Case Files,"Top-five PS VR game for me. I am on 40+ titles and this one is easily one of the best overall. I love pretty much every rockstar game and I did play a good dozen hours of this on PS3 years back but got bored with it. In VR however, this game shines. Although it’s not the full game, it’s definitely not a spin off or “mobile” version of the game. You still get the full experience, or should I say added experience because this isn’t some spinoff or “mobile” experience. Its LA Noire in VR. Just half the content/missions. If you didn’t play the original, you’d think this is a masterpiece. And if you played the original and liked it, this is a must have for PSVR owners","Sep 24, 2019"
